src,src_port,dst,dst_port,protocol,occurrences
192.168.199.134,445,192.168.199.135,25804,TCP,1
192.168.199.134,445,192.168.199.135,26060,TCP,1
192.168.199.134,445,192.168.199.135,26316,TCP,1
192.168.199.134,445,192.168.199.135,26572,TCP,1
192.168.199.134,445,192.168.199.135,26828,TCP,1
192.168.199.134,445,192.168.199.135,27084,TCP,1
192.168.199.134,445,192.168.199.135,27340,TCP,1
192.168.199.134,445,192.168.199.135,27596,TCP,1
192.168.199.134,445,192.168.199.135,27852,TCP,1
192.168.199.134,445,192.168.199.135,28108,TCP,1
192.168.199.134,445,192.168.199.135,28364,TCP,1
192.168.199.134,445,192.168.199.135,28620,TCP,1
192.168.199.134,445,192.168.199.135,28876,TCP,1
192.168.199.134,445,192.168.199.135,29132,TCP,1
192.168.199.134,445,192.168.199.135,29388,TCP,1
192.168.199.134,445,192.168.199.135,29644,TCP,1
192.168.199.134,445,192.168.199.135,29900,TCP,1
192.168.199.134,445,192.168.199.135,30156,TCP,1
192.168.199.134,445,192.168.199.135,30412,TCP,1
192.168.199.134,445,192.168.199.135,30668,TCP,1
192.168.199.134,445,192.168.199.135,30924,TCP,1
192.168.199.134,445,192.168.199.135,31180,TCP,1
192.168.199.134,445,192.168.199.135,31436,TCP,1
192.168.199.134,445,192.168.199.135,31692,TCP,1
192.168.199.134,445,192.168.199.135,32204,TCP,1
192.168.199.134,445,192.168.199.135,33228,TCP,1
192.168.199.134,445,192.168.199.135,33740,TCP,1
192.168.199.134,445,192.168.199.135,33996,TCP,1
192.168.199.134,445,192.168.199.135,34508,TCP,1
192.168.199.134,445,192.168.199.135,36044,TCP,1
192.168.199.134,445,192.168.199.135,36812,TCP,1
192.168.199.134,445,192.168.199.135,37324,TCP,1
192.168.199.134,445,192.168.199.135,37580,TCP,1
192.168.199.134,445,192.168.199.135,37836,TCP,1
192.168.199.134,445,192.168.199.135,38092,TCP,1
192.168.199.134,445,192.168.199.135,40652,TCP,1
192.168.199.134,445,192.168.199.135,40908,TCP,1
192.168.199.134,445,192.168.199.135,42444,TCP,1
192.168.199.134,445,192.168.199.135,42956,TCP,1
192.168.199.134,445,192.168.199.135,43690,TCP,1
192.168.199.134,445,192.168.199.135,44236,TCP,1
192.168.199.134,445,192.168.199.135,45772,TCP,1
192.168.199.134,445,192.168.199.135,46796,TCP,1
192.168.199.134,445,192.168.199.135,47052,TCP,1
192.168.199.134,445,192.168.199.135,47820,TCP,1
192.168.199.134,445,192.168.199.135,48076,TCP,1
192.168.199.134,445,192.168.199.135,48332,TCP,1
192.168.199.134,445,192.168.199.135,48588,TCP,1
192.168.199.134,445,192.168.199.135,48844,TCP,1
192.168.199.134,445,192.168.199.135,49356,TCP,1
192.168.199.134,445,192.168.199.135,49408,TCP,1
192.168.199.134,445,192.168.199.135,49417,TCP,1
192.168.199.134,445,192.168.199.135,49427,TCP,1
192.168.199.134,445,192.168.199.135,49432,TCP,1
192.168.199.134,445,192.168.199.135,49434,TCP,1
192.168.199.134,445,192.168.199.135,49435,TCP,1
192.168.199.134,445,192.168.199.135,49437,TCP,1
192.168.199.134,445,192.168.199.135,49439,TCP,1
192.168.199.134,445,192.168.199.135,49440,TCP,1
192.168.199.134,445,192.168.199.135,49443,TCP,1
192.168.199.134,445,192.168.199.135,49444,TCP,1
192.168.199.134,445,192.168.199.135,49445,TCP,1
192.168.199.134,445,192.168.199.135,49447,TCP,1
192.168.199.134,445,192.168.199.135,49448,TCP,1
192.168.199.134,445,192.168.199.135,49451,TCP,1
192.168.199.134,445,192.168.199.135,49453,TCP,1
192.168.199.134,445,192.168.199.135,49454,TCP,1
192.168.199.134,445,192.168.199.135,49455,TCP,1
192.168.199.134,445,192.168.199.135,49456,TCP,1
192.168.199.134,445,192.168.199.135,49457,TCP,1
192.168.199.134,445,192.168.199.135,49458,TCP,1
192.168.199.134,445,192.168.199.135,49459,TCP,1
192.168.199.134,445,192.168.199.135,49460,TCP,1
192.168.199.134,445,192.168.199.135,49461,TCP,1
192.168.199.134,445,192.168.199.135,49462,TCP,1
192.168.199.134,445,192.168.199.135,49463,TCP,1
192.168.199.134,445,192.168.199.135,49464,TCP,1
192.168.199.134,445,192.168.199.135,49465,TCP,1
192.168.199.134,445,192.168.199.135,49466,TCP,1
192.168.199.134,445,192.168.199.135,49467,TCP,1
192.168.199.134,445,192.168.199.135,49471,TCP,1
192.168.199.134,445,192.168.199.135,49473,TCP,1
192.168.199.134,445,192.168.199.135,49474,TCP,1
192.168.199.134,445,192.168.199.135,49475,TCP,1
192.168.199.134,445,192.168.199.135,49476,TCP,1
192.168.199.134,445,192.168.199.135,49477,TCP,1
192.168.199.134,445,192.168.199.135,49478,TCP,1
192.168.199.134,445,192.168.199.135,49479,TCP,1
192.168.199.134,445,192.168.199.135,49480,TCP,1
192.168.199.134,445,192.168.199.135,49481,TCP,1
192.168.199.134,445,192.168.199.135,49482,TCP,1
192.168.199.134,445,192.168.199.135,49483,TCP,1
192.168.199.134,445,192.168.199.135,49484,TCP,1
192.168.199.134,445,192.168.199.135,49485,TCP,1
192.168.199.134,445,192.168.199.135,49486,TCP,1
192.168.199.134,445,192.168.199.135,49487,TCP,1
192.168.199.134,445,192.168.199.135,49488,TCP,1
192.168.199.134,445,192.168.199.135,49489,TCP,1
192.168.199.134,445,192.168.199.135,49490,TCP,1
192.168.199.134,445,192.168.199.135,49491,TCP,1
192.168.199.134,445,192.168.199.135,49492,TCP,1
192.168.199.134,445,192.168.199.135,49493,TCP,1
192.168.199.134,445,192.168.199.135,49494,TCP,1
192.168.199.134,445,192.168.199.135,49495,TCP,1
192.168.199.134,445,192.168.199.135,49496,TCP,1
192.168.199.134,445,192.168.199.135,49497,TCP,1
192.168.199.134,445,192.168.199.135,49498,TCP,1
192.168.199.134,445,192.168.199.135,49500,TCP,1
192.168.199.134,445,192.168.199.135,49502,TCP,1
192.168.199.134,445,192.168.199.135,49503,TCP,1
192.168.199.134,445,192.168.199.135,49505,TCP,1
192.168.199.134,445,192.168.199.135,49506,TCP,1
192.168.199.134,445,192.168.199.135,49507,TCP,1
192.168.199.134,445,192.168.199.135,49508,TCP,1
192.168.199.134,445,192.168.199.135,49509,TCP,1
192.168.199.134,445,192.168.199.135,49510,TCP,1
192.168.199.134,445,192.168.199.135,49511,TCP,1
192.168.199.134,445,192.168.199.135,49512,TCP,1
192.168.199.134,445,192.168.199.135,49513,TCP,1
192.168.199.134,445,192.168.199.135,49514,TCP,1
192.168.199.134,445,192.168.199.135,49515,TCP,1
192.168.199.134,445,192.168.199.135,49516,TCP,1
192.168.199.134,445,192.168.199.135,49517,TCP,1
192.168.199.134,445,192.168.199.135,49518,TCP,1
192.168.199.134,445,192.168.199.135,49519,TCP,1
192.168.199.134,445,192.168.199.135,49520,TCP,1
192.168.199.134,445,192.168.199.135,49521,TCP,1
192.168.199.134,445,192.168.199.135,49522,TCP,1
192.168.199.134,445,192.168.199.135,49523,TCP,1
192.168.199.134,445,192.168.199.135,49524,TCP,1
192.168.199.134,445,192.168.199.135,49525,TCP,1
192.168.199.134,445,192.168.199.135,49526,TCP,1
192.168.199.134,445,192.168.199.135,49527,TCP,1
192.168.199.134,445,192.168.199.135,49528,TCP,1
192.168.199.134,445,192.168.199.135,49529,TCP,1
192.168.199.134,445,192.168.199.135,49530,TCP,1
192.168.199.134,445,192.168.199.135,49531,TCP,1
192.168.199.134,445,192.168.199.135,49532,TCP,1
192.168.199.134,445,192.168.199.135,49534,TCP,1
192.168.199.134,445,192.168.199.135,49535,TCP,1
192.168.199.134,445,192.168.199.135,49536,TCP,1
192.168.199.134,445,192.168.199.135,49537,TCP,1
192.168.199.134,445,192.168.199.135,49540,TCP,1
192.168.199.134,445,192.168.199.135,49542,TCP,1
192.168.199.134,445,192.168.199.135,49543,TCP,1
192.168.199.134,445,192.168.199.135,49545,TCP,1
192.168.199.134,445,192.168.199.135,49548,TCP,1
192.168.199.134,445,192.168.199.135,49549,TCP,1
192.168.199.134,445,192.168.199.135,49553,TCP,1
192.168.199.134,445,192.168.199.135,49554,TCP,1
192.168.199.134,445,192.168.199.135,49556,TCP,1
192.168.199.134,445,192.168.199.135,49557,TCP,1
192.168.199.134,445,192.168.199.135,49559,TCP,1
192.168.199.134,445,192.168.199.135,49563,TCP,1
192.168.199.134,445,192.168.199.135,49565,TCP,1
192.168.199.134,445,192.168.199.135,49567,TCP,1
192.168.199.134,445,192.168.199.135,49570,TCP,1
192.168.199.134,445,192.168.199.135,49572,TCP,1
192.168.199.134,445,192.168.199.135,49573,TCP,1
192.168.199.134,445,192.168.199.135,49574,TCP,1
192.168.199.134,445,192.168.199.135,49575,TCP,1
192.168.199.134,445,192.168.199.135,49577,TCP,1
192.168.199.134,445,192.168.199.135,49578,TCP,1
192.168.199.134,445,192.168.199.135,49580,TCP,1
192.168.199.134,445,192.168.199.135,49583,TCP,1
192.168.199.134,445,192.168.199.135,49586,TCP,1
192.168.199.134,445,192.168.199.135,49587,TCP,1
192.168.199.134,445,192.168.199.135,49589,TCP,1
192.168.199.134,445,192.168.199.135,49590,TCP,1
192.168.199.134,445,192.168.199.135,49595,TCP,1
192.168.199.134,445,192.168.199.135,49596,TCP,1
192.168.199.134,445,192.168.199.135,49598,TCP,1
192.168.199.134,445,192.168.199.135,49601,TCP,1
192.168.199.134,445,192.168.199.135,49604,TCP,1
192.168.199.134,445,192.168.199.135,49606,TCP,1
192.168.199.134,445,192.168.199.135,49607,TCP,1
192.168.199.134,445,192.168.199.135,49608,TCP,1
192.168.199.134,445,192.168.199.135,49610,TCP,1
192.168.199.134,445,192.168.199.135,49611,TCP,1
192.168.199.134,445,192.168.199.135,49612,TCP,4
192.168.199.134,445,192.168.199.135,49612,UDP,1
192.168.199.134,445,192.168.199.135,49613,TCP,1
192.168.199.134,445,192.168.199.135,49614,TCP,1
192.168.199.134,445,192.168.199.135,49618,TCP,1
192.168.199.134,445,192.168.199.135,49619,TCP,1
192.168.199.134,445,192.168.199.135,49621,TCP,1
192.168.199.134,445,192.168.199.135,49622,TCP,1
192.168.199.134,445,192.168.199.135,49624,TCP,1
192.168.199.134,445,192.168.199.135,49626,TCP,1
192.168.199.134,445,192.168.199.135,49628,TCP,1
192.168.199.134,445,192.168.199.135,49629,TCP,1
192.168.199.134,445,192.168.199.135,49631,TCP,1
192.168.199.134,445,192.168.199.135,49632,TCP,1
192.168.199.134,445,192.168.199.135,49634,TCP,1
192.168.199.134,445,192.168.199.135,49638,TCP,1
192.168.199.134,445,192.168.199.135,49642,TCP,1
192.168.199.134,445,192.168.199.135,49643,TCP,1
192.168.199.134,445,192.168.199.135,49644,TCP,1
192.168.199.134,445,192.168.199.135,49646,TCP,1
192.168.199.134,445,192.168.199.135,49649,TCP,1
192.168.199.134,445,192.168.199.135,49650,TCP,1
192.168.199.134,445,192.168.199.135,49651,TCP,1
192.168.199.134,445,192.168.199.135,49656,TCP,1
192.168.199.134,445,192.168.199.135,49657,TCP,1
192.168.199.134,445,192.168.199.135,49658,TCP,1
192.168.199.134,445,192.168.199.135,49662,TCP,1
192.168.199.134,445,192.168.199.135,49671,TCP,1
192.168.199.134,445,192.168.199.135,50124,TCP,1
192.168.199.134,445,192.168.199.135,50636,TCP,1
192.168.199.134,445,192.168.199.135,50892,TCP,1
192.168.199.134,445,192.168.199.135,51660,TCP,1
192.168.199.134,445,192.168.199.135,51916,TCP,1
192.168.199.134,445,192.168.199.135,52172,TCP,1
192.168.199.134,445,192.168.199.135,52428,TCP,1
192.168.199.134,445,192.168.199.135,52684,TCP,1
192.168.199.134,445,192.168.199.135,53708,TCP,1
192.168.199.134,445,192.168.199.135,53964,TCP,1
192.168.199.134,445,192.168.199.135,54476,TCP,1
192.168.199.134,445,192.168.199.135,54988,TCP,1
192.168.199.134,445,192.168.199.135,56012,TCP,1
192.168.199.134,445,192.168.199.135,56524,TCP,1
192.168.199.134,445,192.168.199.135,57036,TCP,1
192.168.199.134,445,192.168.199.135,57292,TCP,1
192.168.199.134,445,192.168.199.135,57804,TCP,1
192.168.199.134,445,192.168.199.135,58060,TCP,1
192.168.199.134,445,192.168.199.135,58828,TCP,1
192.168.199.134,445,192.168.199.135,59340,TCP,1
192.168.199.134,445,192.168.199.135,60364,TCP,1
192.168.199.134,445,192.168.199.135,60620,TCP,1
192.168.199.134,445,192.168.199.135,60876,TCP,1
192.168.199.134,445,192.168.199.135,61388,TCP,1
192.168.199.134,445,192.168.199.135,61900,TCP,1
192.168.199.134,445,192.168.199.135,63436,TCP,1
192.168.199.134,445,192.168.199.135,64972,TCP,1
192.168.199.134,445,192.168.199.135,65228,TCP,1
192.168.199.134,445,192.168.199.138,49612,TCP,1
192.168.199.134,445,192.168.199.139,49612,TCP,1
192.168.199.134,445,192.168.199.140,49612,TCP,1
192.168.199.134,445,192.168.199.141,49612,TCP,1
192.168.199.134,445,192.168.199.143,49612,TCP,1
192.168.199.134,445,192.168.199.144,49612,TCP,1
192.168.199.134,445,192.168.199.145,49612,TCP,1
192.168.199.134,445,192.168.199.146,49612,TCP,1
192.168.199.134,445,192.168.199.150,49612,TCP,1
192.168.199.134,445,192.168.199.151,49612,TCP,1
192.168.199.134,445,192.168.199.152,49612,TCP,1
192.168.199.134,445,192.168.199.154,49612,TCP,1
192.168.199.134,445,192.168.199.16,49612,TCP,1
192.168.199.134,445,192.168.199.160,49612,TCP,1
192.168.199.134,445,192.168.199.164,49612,TCP,1
192.168.199.134,445,192.168.199.165,49671,TCP,1
192.168.199.134,445,192.168.199.167,49612,TCP,1
192.168.199.134,445,192.168.199.169,49612,TCP,1
192.168.199.134,445,192.168.199.17,49612,TCP,1
192.168.199.134,445,192.168.199.170,49612,TCP,1
192.168.199.134,445,192.168.199.174,49612,TCP,1
192.168.199.134,445,192.168.199.177,49612,TCP,1
192.168.199.134,445,192.168.199.180,49612,TCP,1
192.168.199.134,445,192.168.199.181,49612,TCP,1
192.168.199.134,445,192.168.199.182,49612,TCP,1
192.168.199.134,445,192.168.199.183,49612,TCP,1
192.168.199.134,445,192.168.199.186,49612,TCP,1
192.168.199.134,445,192.168.199.187,49612,TCP,1
192.168.199.134,445,192.168.199.190,49612,TCP,1
192.168.199.134,445,192.168.199.191,49612,TCP,1
192.168.199.134,445,192.168.199.192,49612,TCP,1
192.168.199.134,445,192.168.199.194,49612,TCP,1
192.168.199.134,445,192.168.199.199,49612,TCP,1
192.168.199.134,445,192.168.199.200,49612,TCP,1
192.168.199.134,445,192.168.199.201,49612,TCP,1
192.168.199.134,445,192.168.199.204,49612,TCP,1
192.168.199.134,445,192.168.199.206,49612,TCP,1
192.168.199.134,445,192.168.199.208,49612,TCP,1
192.168.199.134,445,192.168.199.21,49612,TCP,1
192.168.199.134,445,192.168.199.211,49612,TCP,1
192.168.199.134,445,192.168.199.213,49612,TCP,1
192.168.199.134,445,192.168.199.214,49612,TCP,1
192.168.199.134,445,192.168.199.217,49612,TCP,1
192.168.199.134,445,192.168.199.22,49612,TCP,1
192.168.199.134,445,192.168.199.220,49612,TCP,1
192.168.199.134,445,192.168.199.223,49612,TCP,1
192.168.199.134,445,192.168.199.224,49612,TCP,1
192.168.199.134,445,192.168.199.228,49612,TCP,1
192.168.199.134,445,192.168.199.229,49612,TCP,1
192.168.199.134,445,192.168.199.23,49612,TCP,1
192.168.199.134,445,192.168.199.234,49612,TCP,1
192.168.199.134,445,192.168.199.235,49612,TCP,1
192.168.199.134,445,192.168.199.237,49612,TCP,1
192.168.199.134,445,192.168.199.239,49612,TCP,1
192.168.199.134,445,192.168.199.242,49612,TCP,1
192.168.199.134,445,192.168.199.245,49612,TCP,1
192.168.199.134,445,192.168.199.246,49612,TCP,1
192.168.199.134,445,192.168.199.247,49612,TCP,1
192.168.199.134,445,192.168.199.249,49612,TCP,1
192.168.199.134,445,192.168.199.250,49612,TCP,1
192.168.199.134,445,192.168.199.252,49612,TCP,1
192.168.199.134,445,192.168.199.29,49612,TCP,1
192.168.199.134,445,192.168.199.3,49612,TCP,1
192.168.199.134,445,192.168.199.31,49612,TCP,1
192.168.199.134,445,192.168.199.34,49612,TCP,1
192.168.199.134,445,192.168.199.36,49612,TCP,1
192.168.199.134,445,192.168.199.38,49612,TCP,1
192.168.199.134,445,192.168.199.39,49612,TCP,1
192.168.199.134,445,192.168.199.4,49612,TCP,1
192.168.199.134,445,192.168.199.48,49612,TCP,1
192.168.199.134,445,192.168.199.49,49612,TCP,1
192.168.199.134,445,192.168.199.5,49671,TCP,1
192.168.199.134,445,192.168.199.50,49612,TCP,1
192.168.199.134,445,192.168.199.51,49612,TCP,1
192.168.199.134,445,192.168.199.52,49612,TCP,1
192.168.199.134,445,192.168.199.53,49612,TCP,1
192.168.199.134,445,192.168.199.54,49612,TCP,1
192.168.199.134,445,192.168.199.55,49612,TCP,1
192.168.199.134,445,192.168.199.56,49612,TCP,1
192.168.199.134,445,192.168.199.57,49612,TCP,1
192.168.199.134,445,192.168.199.61,49612,TCP,1
192.168.199.134,445,192.168.199.62,49612,TCP,1
192.168.199.134,445,192.168.199.65,49612,TCP,1
192.168.199.134,445,192.168.199.66,49612,TCP,1
192.168.199.134,445,192.168.199.67,49612,TCP,1
192.168.199.134,445,192.168.199.68,49612,TCP,1
192.168.199.134,445,192.168.199.69,49612,TCP,1
192.168.199.134,445,192.168.199.7,49612,TCP,1
192.168.199.134,445,192.168.199.70,49612,TCP,1
192.168.199.134,445,192.168.199.71,49612,TCP,1
192.168.199.134,445,192.168.199.72,49612,TCP,1
192.168.199.134,445,192.168.199.73,49612,TCP,1
192.168.199.134,445,192.168.199.74,49612,TCP,1
192.168.199.134,445,192.168.199.75,49612,TCP,1
192.168.199.134,445,192.168.199.76,49612,TCP,1
192.168.199.134,445,192.168.199.77,49612,TCP,1
192.168.199.134,445,192.168.199.78,49612,TCP,1
192.168.199.134,445,192.168.199.79,49612,TCP,1
192.168.199.134,445,192.168.199.80,49612,TCP,1
192.168.199.134,445,192.168.199.81,49612,TCP,1
192.168.199.134,445,192.168.199.82,49612,TCP,1
192.168.199.134,445,192.168.199.83,49612,TCP,1
192.168.199.134,445,192.168.199.84,49612,TCP,1
192.168.199.134,445,192.168.199.85,49612,TCP,1
192.168.199.134,445,192.168.199.86,49612,TCP,1
192.168.199.134,445,192.168.199.87,49612,TCP,1
192.168.199.134,445,192.168.199.88,49612,TCP,1
192.168.199.134,445,192.168.199.89,49612,TCP,1
192.168.199.134,445,192.168.199.90,49612,TCP,1
192.168.199.134,445,192.168.199.94,49612,TCP,1
192.168.199.134,445,192.168.199.97,49612,TCP,1
192.168.199.134,445,192.168.199.98,49612,TCP,1
192.168.199.134,445,192.168.199.99,49612,TCP,1
192.168.199.134,445,192.168.2.135,49612,TCP,1
192.168.199.134,445,192.168.20.135,49612,TCP,1
192.168.199.134,445,192.168.200.135,49612,TCP,1
192.168.199.134,445,192.168.204.135,49612,TCP,1
192.168.199.134,445,192.168.207.135,9472,TCP,1
192.168.199.134,445,192.168.207.135,49612,TCP,1
192.168.199.134,445,192.168.208.135,49612,TCP,1
192.168.199.134,445,192.168.21.135,49612,TCP,1
192.168.199.134,445,192.168.215.133,49671,TCP,1
192.168.199.134,445,192.168.215.135,49612,TCP,1
192.168.199.134,445,192.168.216.135,49612,TCP,1
192.168.199.134,445,192.168.218.135,49612,TCP,1
192.168.199.134,445,192.168.219.135,49612,TCP,1
192.168.199.134,445,192.168.222.135,49612,TCP,1
192.168.199.134,445,192.168.223.135,49612,TCP,1
192.168.199.134,445,192.168.224.135,49612,TCP,1
192.168.199.134,445,192.168.225.135,49612,TCP,1
192.168.199.134,445,192.168.227.135,49612,TCP,1
192.168.199.134,445,192.168.228.135,49612,TCP,1
192.168.199.134,445,192.168.230.135,49612,TCP,1
192.168.199.134,445,192.168.231.135,49612,TCP,1
192.168.199.134,445,192.168.232.135,49612,TCP,1
192.168.199.134,445,192.168.234.135,49612,TCP,1
192.168.199.134,445,192.168.236.135,49612,TCP,1
192.168.199.134,445,192.168.240.135,49612,TCP,1
192.168.199.134,445,192.168.241.135,49612,TCP,1
192.168.199.134,445,192.168.242.135,49612,TCP,1
192.168.199.134,445,192.168.243.135,49612,TCP,1
192.168.199.134,445,192.168.246.135,49612,TCP,1
192.168.199.134,445,192.168.247.135,49612,TCP,1
192.168.199.134,445,192.168.248.135,49612,TCP,1
192.168.199.134,445,192.168.25.135,49612,TCP,1
192.168.199.134,445,192.168.250.135,49612,TCP,1
192.168.199.134,445,192.168.27.135,49612,TCP,1
192.168.199.134,445,192.168.29.135,49612,TCP,1
192.168.199.134,445,192.168.30.135,49612,TCP,1
192.168.199.134,445,192.168.31.135,49612,TCP,1
192.168.199.134,445,192.168.32.135,49612,TCP,1
192.168.199.134,445,192.168.37.0,49612,TCP,1
192.168.199.134,445,192.168.37.0,49671,TCP,1
192.168.199.134,445,192.168.4.135,49612,TCP,1
192.168.199.134,445,192.168.41.135,49612,TCP,1
192.168.199.134,445,192.168.44.135,49612,TCP,1
192.168.199.134,445,192.168.45.135,49612,TCP,1
192.168.199.134,445,192.168.46.135,49612,TCP,1
192.168.199.134,445,192.168.48.135,49612,TCP,1
192.168.199.134,445,192.168.49.135,49612,TCP,1
192.168.199.134,445,192.168.50.135,49612,TCP,1
192.168.199.134,445,192.168.51.135,49612,TCP,1
192.168.199.134,445,192.168.52.135,49612,TCP,1
192.168.199.134,445,192.168.53.135,49612,TCP,1
192.168.199.134,445,192.168.54.135,49612,TCP,1
192.168.199.134,445,192.168.55.135,49612,TCP,1
192.168.199.134,445,192.168.56.135,49612,TCP,1
192.168.199.134,445,192.168.57.135,49612,TCP,1
192.168.199.134,445,192.168.60.135,49612,TCP,1
192.168.199.134,445,192.168.61.135,49612,TCP,1
192.168.199.134,445,192.168.63.135,49612,TCP,1
192.168.199.134,445,192.168.65.135,49612,TCP,1
192.168.199.134,445,192.168.66.135,49612,TCP,1
192.168.199.134,445,192.168.67.135,49612,TCP,1
192.168.199.134,445,192.168.68.135,49612,TCP,1
192.168.199.134,445,192.168.69.135,49612,TCP,1
192.168.199.134,445,192.168.7.135,49612,TCP,1
192.168.199.134,445,192.168.70.135,49612,TCP,1
192.168.199.134,445,192.168.71.133,49671,TCP,1
192.168.199.134,445,192.168.71.135,49612,TCP,1
192.168.199.134,445,192.168.72.135,49612,TCP,1
192.168.199.134,445,192.168.73.135,49612,TCP,1
192.168.199.134,445,192.168.74.135,49612,TCP,1
192.168.199.134,445,192.168.75.135,49612,TCP,1
192.168.199.134,445,192.168.76.135,49612,TCP,1
192.168.199.134,445,192.168.77.135,49612,TCP,1
192.168.199.134,445,192.168.78.135,49612,TCP,1
192.168.199.134,445,192.168.79.135,49612,TCP,1
192.168.199.134,445,192.168.8.135,49612,TCP,1
192.168.199.134,445,192.168.80.135,49612,TCP,1
192.168.199.134,445,192.168.81.135,49612,TCP,1
192.168.199.134,445,192.168.82.135,49612,TCP,1
192.168.199.134,445,192.168.83.135,49612,TCP,1
192.168.199.134,445,192.168.84.135,49612,TCP,1
192.168.199.134,445,192.168.85.135,49612,TCP,1
192.168.199.134,445,192.168.86.135,49612,TCP,1
192.168.199.134,445,192.168.87.135,49612,TCP,1
192.168.199.134,445,192.168.88.135,49612,TCP,1
192.168.199.134,445,192.168.89.135,49612,TCP,1
192.168.199.134,445,192.168.9.135,49612,TCP,1
192.168.199.134,445,192.168.90.135,49612,TCP,1
192.168.199.134,445,192.168.93.135,49612,TCP,1
192.168.199.134,445,192.168.94.135,49612,TCP,1
192.168.199.134,445,192.168.95.135,49612,TCP,1
192.168.199.134,445,192.168.97.135,49612,TCP,1
192.168.199.134,445,192.168.98.135,49612,TCP,1
192.168.199.134,445,192.168.99.135,49612,TCP,1
192.168.199.134,445,192.169.199.135,49612,TCP,1
192.168.199.134,445,192.170.199.133,49671,TCP,1
192.168.199.134,445,192.170.199.135,49612,TCP,1
192.168.199.134,445,192.172.199.135,49612,TCP,1
192.168.199.134,445,192.174.199.135,49612,TCP,1
192.168.199.134,445,192.176.199.135,49612,TCP,1
192.168.199.134,445,192.179.199.135,49612,TCP,1
192.168.199.134,445,192.182.199.135,49612,TCP,1
192.168.199.134,445,192.184.199.135,49612,TCP,1
192.168.199.134,445,192.185.199.135,49612,TCP,1
192.168.199.134,445,192.186.199.135,49612,TCP,1
192.168.199.134,445,192.188.199.135,49612,TCP,1
192.168.199.134,445,192.19.199.135,49612,TCP,1
192.168.199.134,445,192.191.199.135,49612,TCP,1
192.168.199.134,445,192.192.199.135,49612,TCP,1
192.168.199.134,445,192.196.199.135,49612,TCP,1
192.168.199.134,445,192.199.199.135,49612,TCP,1
192.168.199.134,445,192.201.199.135,49612,TCP,1
192.168.199.134,445,192.204.199.135,49612,TCP,1
192.168.199.134,445,192.205.199.135,49612,TCP,1
192.168.199.134,445,192.206.199.135,49612,TCP,1
192.168.199.134,445,192.207.199.135,49612,TCP,1
192.168.199.134,445,192.208.199.135,49612,TCP,1
192.168.199.134,445,192.210.199.135,49612,TCP,1
192.168.199.134,445,192.214.199.135,49612,TCP,1
192.168.199.134,445,192.218.199.135,49612,TCP,1
192.168.199.134,445,192.219.199.135,49612,TCP,1
192.168.199.134,445,192.22.199.135,49612,TCP,1
192.168.199.134,445,192.223.199.135,49612,TCP,1
192.168.199.134,445,192.227.199.135,49612,TCP,1
192.168.199.134,445,192.229.199.135,49612,TCP,1
192.168.199.134,445,192.23.199.135,49612,TCP,1
192.168.199.134,445,192.230.199.135,49612,TCP,1
192.168.199.134,445,192.231.199.135,49612,TCP,1
192.168.199.134,445,192.232.199.135,49612,TCP,1
192.168.199.134,445,192.235.199.135,49612,TCP,1
192.168.199.134,445,192.240.199.135,49612,TCP,1
192.168.199.134,445,192.242.199.135,49612,TCP,1
192.168.199.134,445,192.248.199.135,49612,TCP,1
192.168.199.134,445,192.249.199.135,49612,TCP,1
192.168.199.134,445,192.25.199.135,49612,TCP,1
192.168.199.134,445,192.253.199.135,49612,TCP,1
192.168.199.134,445,192.3.199.135,49612,TCP,1
192.168.199.134,445,192.31.199.135,49612,TCP,1
192.168.199.134,445,192.32.199.135,49612,TCP,1
192.168.199.134,445,192.33.199.135,49612,TCP,1
192.168.199.134,445,192.37.0.1,51393,TCP,1
192.168.199.134,445,192.37.0.133,49612,TCP,1
192.168.199.134,445,192.37.0.133,49671,TCP,1
192.168.199.134,445,192.37.0.135,49612,TCP,1
192.168.199.134,445,192.37.199.135,49612,TCP,1
192.168.199.134,445,192.40.199.133,49671,TCP,1
192.168.199.134,445,192.40.199.135,49612,TCP,1
192.168.199.134,445,192.47.199.135,49612,TCP,1
192.168.199.134,445,192.48.199.135,49612,TCP,1
192.168.199.134,445,192.49.199.135,49612,TCP,1
192.168.199.134,445,192.5.199.135,49612,TCP,1
192.168.199.134,445,192.50.199.135,49612,TCP,1
192.168.199.134,445,192.51.199.135,49612,TCP,1
192.168.199.134,445,192.52.199.135,49612,TCP,1
192.168.199.134,445,192.53.199.135,49612,TCP,1
192.168.199.134,445,192.54.199.135,49612,TCP,1
192.168.199.134,445,192.55.199.135,49612,TCP,1
192.168.199.134,445,192.56.199.135,49612,TCP,1
192.168.199.134,445,192.57.199.135,49612,TCP,1
192.168.199.134,445,192.58.199.135,49612,TCP,1
192.168.199.134,445,192.61.199.135,49612,TCP,1
192.168.199.134,445,192.64.199.135,49612,TCP,1
192.168.199.134,445,192.65.199.135,49612,TCP,1
192.168.199.134,445,192.66.199.135,49612,TCP,1
192.168.199.134,445,192.67.199.135,49612,TCP,1
192.168.199.134,445,192.68.199.135,49612,TCP,1
192.168.199.134,445,192.69.199.135,49612,TCP,1
192.168.199.134,445,192.70.199.135,49612,TCP,1
192.168.199.134,445,192.71.199.135,49612,TCP,1
