src,src_port,dst,dst_port,protocol,occurrences
192.168.199.135,43980,192.168.199.134,445,TCP,1
192.168.199.135,45004,192.168.199.134,445,TCP,1
192.168.199.135,45772,192.168.199.134,445,TCP,1
192.168.199.135,47052,192.168.199.134,445,TCP,1
192.168.199.135,48588,192.168.199.134,445,TCP,1
192.168.199.135,49356,192.168.199.134,445,TCP,1
192.168.199.135,49411,192.168.199.134,445,TCP,1
192.168.199.135,49413,192.168.199.134,445,TCP,1
192.168.199.135,49415,192.168.199.134,445,TCP,1
192.168.199.135,49418,192.168.199.134,445,TCP,1
192.168.199.135,49419,192.168.199.134,445,TCP,1
192.168.199.135,49421,192.168.199.134,445,TCP,1
192.168.199.135,49422,192.168.199.134,445,TCP,1
192.168.199.135,49426,192.168.199.134,445,TCP,1
192.168.199.135,49427,192.168.199.134,445,TCP,1
192.168.199.135,49431,192.168.199.134,445,TCP,1
192.168.199.135,49433,192.168.199.134,445,TCP,1
192.168.199.135,49436,192.168.199.134,445,TCP,1
192.168.199.135,49437,192.168.199.134,445,TCP,1
192.168.199.135,49440,192.168.199.134,445,TCP,1
192.168.199.135,49443,192.168.199.134,445,TCP,1
192.168.199.135,49445,192.168.199.134,189,TCP,1
192.168.199.135,49445,192.168.199.134,445,TCP,1
192.168.199.135,49448,192.168.199.134,445,TCP,1
192.168.199.135,49451,192.168.199.134,445,TCP,1
192.168.199.135,49452,192.168.199.134,445,TCP,1
192.168.199.135,49454,192.168.199.134,445,TCP,1
192.168.199.135,49455,192.168.199.134,445,TCP,1
192.168.199.135,49456,192.168.199.134,445,TCP,1
192.168.199.135,49457,192.168.199.134,445,TCP,1
192.168.199.135,49458,192.168.199.134,445,TCP,1
192.168.199.135,49459,192.168.199.134,445,TCP,1
192.168.199.135,49460,192.168.199.134,445,TCP,1
192.168.199.135,49461,192.168.199.134,445,TCP,1
192.168.199.135,49462,192.168.199.134,445,TCP,1
192.168.199.135,49463,192.168.199.134,445,TCP,1
192.168.199.135,49464,192.168.199.134,445,TCP,1
192.168.199.135,49465,192.168.199.134,445,TCP,1
192.168.199.135,49467,192.168.199.134,445,TCP,1
192.168.199.135,49470,192.168.199.134,445,TCP,1
192.168.199.135,49473,192.168.199.134,445,TCP,1
192.168.199.135,49474,192.168.199.134,445,TCP,1
192.168.199.135,49475,192.168.199.134,445,TCP,1
192.168.199.135,49476,192.168.199.134,445,TCP,1
192.168.199.135,49477,192.168.199.134,445,TCP,1
192.168.199.135,49478,192.168.199.134,445,TCP,1
192.168.199.135,49479,192.168.199.134,445,TCP,1
192.168.199.135,49480,192.168.199.134,445,TCP,1
192.168.199.135,49481,192.168.199.134,445,TCP,1
192.168.199.135,49482,192.168.199.134,445,TCP,1
192.168.199.135,49483,192.168.199.134,445,TCP,1
192.168.199.135,49484,192.168.199.134,445,TCP,1
192.168.199.135,49485,192.168.199.134,445,TCP,1
192.168.199.135,49486,192.168.199.134,445,TCP,1
192.168.199.135,49487,192.168.199.134,445,TCP,1
192.168.199.135,49488,192.168.199.134,445,TCP,1
192.168.199.135,49489,192.168.199.134,445,TCP,1
192.168.199.135,49490,192.168.199.134,445,TCP,1
192.168.199.135,49491,192.168.199.134,445,TCP,1
192.168.199.135,49492,192.168.199.134,445,TCP,1
192.168.199.135,49493,192.168.199.134,445,TCP,1
192.168.199.135,49494,192.168.199.134,445,TCP,1
192.168.199.135,49495,192.168.199.134,445,TCP,1
192.168.199.135,49496,192.168.199.134,445,TCP,1
192.168.199.135,49497,192.168.199.134,445,TCP,1
192.168.199.135,49498,192.168.199.134,445,TCP,1
192.168.199.135,49500,192.168.199.134,445,TCP,1
192.168.199.135,49504,192.168.199.134,445,TCP,1
192.168.199.135,49505,192.168.199.134,445,TCP,1
192.168.199.135,49506,192.168.199.134,445,TCP,1
192.168.199.135,49507,192.168.199.134,445,TCP,1
192.168.199.135,49508,192.168.199.134,445,TCP,1
192.168.199.135,49509,192.168.199.134,445,TCP,1
192.168.199.135,49510,192.168.199.134,445,TCP,1
192.168.199.135,49511,192.168.199.134,445,TCP,1
192.168.199.135,49512,192.168.199.134,445,TCP,1
192.168.199.135,49513,192.168.199.134,445,TCP,1
192.168.199.135,49514,192.168.199.134,445,TCP,1
192.168.199.135,49515,192.168.199.134,445,TCP,1
192.168.199.135,49516,192.168.199.134,445,TCP,1
192.168.199.135,49517,192.168.199.134,445,TCP,1
192.168.199.135,49518,192.168.199.134,445,TCP,1
192.168.199.135,49519,192.168.199.134,445,TCP,1
192.168.199.135,49520,192.168.199.134,445,TCP,1
192.168.199.135,49521,192.168.199.134,445,TCP,1
192.168.199.135,49522,192.168.199.134,445,TCP,1
192.168.199.135,49523,192.168.199.134,445,TCP,1
192.168.199.135,49524,192.168.199.134,445,TCP,1
192.168.199.135,49525,192.168.199.134,445,TCP,1
192.168.199.135,49526,192.168.199.134,445,TCP,1
192.168.199.135,49527,192.168.199.134,445,TCP,1
192.168.199.135,49528,192.168.199.134,445,TCP,1
192.168.199.135,49529,192.168.199.134,445,TCP,1
192.168.199.135,49530,192.168.199.134,445,TCP,1
192.168.199.135,49532,192.168.199.134,445,TCP,1
192.168.199.135,49533,192.168.199.134,445,TCP,1
192.168.199.135,49534,192.168.199.134,445,TCP,1
192.168.199.135,49536,192.168.199.134,445,TCP,1
192.168.199.135,49537,192.168.199.134,445,TCP,1
192.168.199.135,49538,192.168.199.134,445,TCP,1
192.168.199.135,49539,192.168.199.134,445,TCP,1
192.168.199.135,49542,192.168.199.134,445,TCP,1
192.168.199.135,49543,192.168.199.134,445,TCP,1
192.168.199.135,49544,192.168.199.134,445,TCP,1
192.168.199.135,49545,192.168.199.134,445,TCP,1
192.168.199.135,49546,192.168.199.134,445,TCP,1
192.168.199.135,49548,192.168.199.134,445,TCP,1
192.168.199.135,49550,192.168.199.134,445,TCP,1
192.168.199.135,49552,192.168.199.134,445,TCP,1
192.168.199.135,49553,192.168.199.134,445,TCP,1
192.168.199.135,49555,192.168.199.134,445,TCP,1
192.168.199.135,49557,192.168.199.134,445,TCP,1
192.168.199.135,49562,192.168.199.134,445,TCP,1
192.168.199.135,49563,192.168.199.134,445,TCP,1
192.168.199.135,49564,192.168.199.134,445,TCP,1
192.168.199.135,49568,192.168.199.134,445,TCP,1
192.168.199.135,49569,192.168.199.134,445,TCP,1
192.168.199.135,49571,192.168.199.134,445,TCP,1
192.168.199.135,49576,192.168.199.134,445,TCP,1
192.168.199.135,49578,192.168.199.134,445,TCP,1
192.168.199.135,49578,192.168.199.134,43690,TCP,1
192.168.199.135,49580,192.168.199.134,445,TCP,1
192.168.199.135,49581,192.168.199.134,445,TCP,1
192.168.199.135,49582,192.168.199.134,445,TCP,1
192.168.199.135,49584,192.168.199.134,445,TCP,1
192.168.199.135,49585,192.168.199.134,445,TCP,1
192.168.199.135,49587,192.168.199.134,445,TCP,1
192.168.199.135,49589,192.168.199.134,445,TCP,1
192.168.199.135,49599,192.168.199.134,445,TCP,1
192.168.199.135,49601,192.168.199.134,445,TCP,1
192.168.199.135,49603,192.168.199.134,445,TCP,1
192.168.199.135,49604,192.168.199.134,445,TCP,1
192.168.199.135,49606,192.168.199.134,445,TCP,1
192.168.199.135,49607,192.168.199.134,445,TCP,1
192.168.199.135,49608,192.168.199.134,445,TCP,1
192.168.199.135,49610,192.168.199.134,445,TCP,1
192.168.199.135,49612,1.168.199.134,445,TCP,1
192.168.199.135,49612,10.168.199.134,445,TCP,1
192.168.199.135,49612,100.168.199.134,445,TCP,1
192.168.199.135,49612,101.168.199.134,445,TCP,1
192.168.199.135,49612,102.168.199.134,445,TCP,1
192.168.199.135,49612,103.168.199.134,445,TCP,1
192.168.199.135,49612,104.168.199.134,445,TCP,1
192.168.199.135,49612,105.168.199.134,445,TCP,1
192.168.199.135,49612,106.168.199.134,445,TCP,1
192.168.199.135,49612,107.168.199.134,445,TCP,1
192.168.199.135,49612,108.168.199.134,445,TCP,1
192.168.199.135,49612,109.168.199.134,445,TCP,1
192.168.199.135,49612,110.168.199.134,445,TCP,1
192.168.199.135,49612,111.168.199.134,445,TCP,1
192.168.199.135,49612,112.168.199.134,445,TCP,1
192.168.199.135,49612,113.168.199.134,445,TCP,1
192.168.199.135,49612,114.168.199.134,445,TCP,1
192.168.199.135,49612,115.168.199.134,445,TCP,1
192.168.199.135,49612,116.168.199.134,445,TCP,1
192.168.199.135,49612,117.168.199.134,445,TCP,1
192.168.199.135,49612,118.168.199.134,445,TCP,1
192.168.199.135,49612,119.168.199.134,445,TCP,1
192.168.199.135,49612,120.168.199.134,445,TCP,1
192.168.199.135,49612,121.168.199.134,445,TCP,1
192.168.199.135,49612,122.168.199.134,445,TCP,1
192.168.199.135,49612,123.168.199.134,445,TCP,1
192.168.199.135,49612,125.168.199.134,445,TCP,1
192.168.199.135,49612,128.168.199.134,445,TCP,1
192.168.199.135,49612,129.168.199.134,445,TCP,1
192.168.199.135,49612,131.168.199.134,445,TCP,1
192.168.199.135,49612,134.168.199.134,445,TCP,1
192.168.199.135,49612,135.168.199.134,445,TCP,1
192.168.199.135,49612,140.168.199.134,445,TCP,1
192.168.199.135,49612,148.168.199.134,445,TCP,1
192.168.199.135,49612,150.168.199.134,445,TCP,1
192.168.199.135,49612,153.168.199.134,445,TCP,1
192.168.199.135,49612,156.168.199.134,445,TCP,1
192.168.199.135,49612,157.168.199.134,445,TCP,1
192.168.199.135,49612,158.168.199.134,445,TCP,1
192.168.199.135,49612,164.168.199.134,445,TCP,1
192.168.199.135,49612,165.168.199.134,445,TCP,1
192.168.199.135,49612,166.168.199.134,445,TCP,1
192.168.199.135,49612,168.168.199.134,445,TCP,1
192.168.199.135,49612,169.168.199.134,445,TCP,1
192.168.199.135,49612,170.168.199.134,445,TCP,1
192.168.199.135,49612,174.168.199.134,445,TCP,1
192.168.199.135,49612,175.168.199.134,445,TCP,1
192.168.199.135,49612,177.168.199.134,445,TCP,1
192.168.199.135,49612,178.168.199.134,445,TCP,1
192.168.199.135,49612,179.168.199.134,445,TCP,1
192.168.199.135,49612,18.168.199.134,445,TCP,1
192.168.199.135,49612,180.168.199.134,445,TCP,1
192.168.199.135,49612,182.168.199.134,445,TCP,1
192.168.199.135,49612,185.168.199.134,445,TCP,1
192.168.199.135,49612,186.168.199.134,445,TCP,1
192.168.199.135,49612,188.168.199.134,445,TCP,1
192.168.199.135,49612,189.168.199.134,445,TCP,1
192.168.199.135,49612,191.168.199.134,445,TCP,1
192.168.199.135,49612,192.1.199.134,445,TCP,1
192.168.199.135,49612,192.101.199.134,445,TCP,1
192.168.199.135,49612,192.102.199.134,445,TCP,1
192.168.199.135,49612,192.103.199.134,445,TCP,1
192.168.199.135,49612,192.104.199.134,445,TCP,1
192.168.199.135,49612,192.105.199.134,445,TCP,1
192.168.199.135,49612,192.106.199.134,445,TCP,1
192.168.199.135,49612,192.107.199.134,445,TCP,1
192.168.199.135,49612,192.108.199.134,445,TCP,1
192.168.199.135,49612,192.109.199.134,445,TCP,1
192.168.199.135,49612,192.11.199.134,445,TCP,1
192.168.199.135,49612,192.110.199.134,445,TCP,1
192.168.199.135,49612,192.111.199.134,445,TCP,1
192.168.199.135,49612,192.112.199.134,445,TCP,1
192.168.199.135,49612,192.113.199.134,445,TCP,1
192.168.199.135,49612,192.114.199.134,445,TCP,1
192.168.199.135,49612,192.115.199.134,445,TCP,1
192.168.199.135,49612,192.116.199.134,445,TCP,1
192.168.199.135,49612,192.117.199.134,445,TCP,1
192.168.199.135,49612,192.118.199.134,445,TCP,1
192.168.199.135,49612,192.119.199.134,445,TCP,1
192.168.199.135,49612,192.120.199.134,445,TCP,1
192.168.199.135,49612,192.121.199.134,445,TCP,1
192.168.199.135,49612,192.122.199.134,445,TCP,1
192.168.199.135,49612,192.124.199.134,445,TCP,1
192.168.199.135,49612,192.126.199.134,445,TCP,1
192.168.199.135,49612,192.127.199.134,445,TCP,1
192.168.199.135,49612,192.13.199.134,445,TCP,1
192.168.199.135,49612,192.130.199.134,445,TCP,1
192.168.199.135,49612,192.132.199.134,445,TCP,1
192.168.199.135,49612,192.133.199.134,445,TCP,1
192.168.199.135,49612,192.134.199.134,445,TCP,1
192.168.199.135,49612,192.136.199.134,445,TCP,1
192.168.199.135,49612,192.137.199.134,445,TCP,1
192.168.199.135,49612,192.139.199.134,445,TCP,1
192.168.199.135,49612,192.140.199.134,445,TCP,1
192.168.199.135,49612,192.142.199.134,445,TCP,1
192.168.199.135,49612,192.144.199.134,445,TCP,1
192.168.199.135,49612,192.145.199.134,445,TCP,1
192.168.199.135,49612,192.146.199.134,445,TCP,1
192.168.199.135,49612,192.147.199.134,445,TCP,1
192.168.199.135,49612,192.150.199.134,445,TCP,1
192.168.199.135,49612,192.152.199.134,445,TCP,1
192.168.199.135,49612,192.153.199.134,445,TCP,1
192.168.199.135,49612,192.16.199.134,445,TCP,1
192.168.199.135,49612,192.160.199.134,445,TCP,1
192.168.199.135,49612,192.164.199.134,445,TCP,1
192.168.199.135,49612,192.165.199.134,445,TCP,1
192.168.199.135,49612,192.166.199.134,445,TCP,1
192.168.199.135,49612,192.167.199.134,445,TCP,1
192.168.199.135,49612,192.168.100.134,445,TCP,1
192.168.199.135,49612,192.168.101.134,445,TCP,1
192.168.199.135,49612,192.168.102.134,445,TCP,1
192.168.199.135,49612,192.168.103.134,445,TCP,1
192.168.199.135,49612,192.168.104.134,445,TCP,1
192.168.199.135,49612,192.168.105.134,445,TCP,1
192.168.199.135,49612,192.168.106.134,445,TCP,1
192.168.199.135,49612,192.168.107.134,445,TCP,1
192.168.199.135,49612,192.168.108.134,445,TCP,1
192.168.199.135,49612,192.168.109.134,445,TCP,1
192.168.199.135,49612,192.168.11.134,445,TCP,1
192.168.199.135,49612,192.168.110.134,445,TCP,1
192.168.199.135,49612,192.168.111.134,445,TCP,1
192.168.199.135,49612,192.168.112.134,445,TCP,1
192.168.199.135,49612,192.168.113.134,445,TCP,1
192.168.199.135,49612,192.168.114.134,445,TCP,1
192.168.199.135,49612,192.168.115.134,445,TCP,1
192.168.199.135,49612,192.168.116.134,445,TCP,1
192.168.199.135,49612,192.168.117.134,445,TCP,1
192.168.199.135,49612,192.168.118.134,445,TCP,1
192.168.199.135,49612,192.168.119.134,445,TCP,1
192.168.199.135,49612,192.168.12.134,445,TCP,1
192.168.199.135,49612,192.168.120.134,445,TCP,1
192.168.199.135,49612,192.168.121.134,445,TCP,1
192.168.199.135,49612,192.168.122.134,445,TCP,1
192.168.199.135,49612,192.168.123.134,445,TCP,1
192.168.199.135,49612,192.168.125.134,445,TCP,1
192.168.199.135,49612,192.168.129.134,445,TCP,1
192.168.199.135,49612,192.168.135.134,445,TCP,1
192.168.199.135,49612,192.168.136.134,445,TCP,1
192.168.199.135,49612,192.168.137.134,445,TCP,1
192.168.199.135,49612,192.168.14.134,445,TCP,1
192.168.199.135,49612,192.168.141.134,445,TCP,1
192.168.199.135,49612,192.168.143.134,445,TCP,1
192.168.199.135,49612,192.168.146.134,445,TCP,1
192.168.199.135,49612,192.168.150.134,445,TCP,1
192.168.199.135,49612,192.168.151.134,445,TCP,1
192.168.199.135,49612,192.168.154.134,445,TCP,1
192.168.199.135,49612,192.168.155.134,445,TCP,1
192.168.199.135,49612,192.168.157.134,445,TCP,1
192.168.199.135,49612,192.168.158.134,445,TCP,1
192.168.199.135,49612,192.168.159.134,445,TCP,1
192.168.199.135,49612,192.168.160.134,445,TCP,1
192.168.199.135,49612,192.168.161.134,445,TCP,1
192.168.199.135,49612,192.168.162.134,445,TCP,1
192.168.199.135,49612,192.168.164.134,445,TCP,1
192.168.199.135,49612,192.168.167.134,445,TCP,1
192.168.199.135,49612,192.168.170.134,445,TCP,1
192.168.199.135,49612,192.168.171.134,445,TCP,1
192.168.199.135,49612,192.168.172.134,445,TCP,1
192.168.199.135,49612,192.168.173.134,445,TCP,1
192.168.199.135,49612,192.168.177.134,445,TCP,1
192.168.199.135,49612,192.168.178.134,445,TCP,1
192.168.199.135,49612,192.168.18.134,445,TCP,1
192.168.199.135,49612,192.168.182.134,445,TCP,1
192.168.199.135,49612,192.168.187.134,445,TCP,1
192.168.199.135,49612,192.168.19.134,445,TCP,1
192.168.199.135,49612,192.168.192.134,445,TCP,1
192.168.199.135,49612,192.168.193.134,445,TCP,1
192.168.199.135,49612,192.168.195.134,445,TCP,1
192.168.199.135,49612,192.168.197.134,445,TCP,1
192.168.199.135,49612,192.168.198.134,445,TCP,1
192.168.199.135,49612,192.168.199.0,445,TCP,1
192.168.199.135,49612,192.168.199.1,445,TCP,1
192.168.199.135,49612,192.168.199.100,445,TCP,1
192.168.199.135,49612,192.168.199.101,445,TCP,1
192.168.199.135,49612,192.168.199.102,445,TCP,1
192.168.199.135,49612,192.168.199.103,445,TCP,1
192.168.199.135,49612,192.168.199.104,445,TCP,1
192.168.199.135,49612,192.168.199.105,445,TCP,1
192.168.199.135,49612,192.168.199.106,445,TCP,1
192.168.199.135,49612,192.168.199.107,445,TCP,1
192.168.199.135,49612,192.168.199.108,445,TCP,1
192.168.199.135,49612,192.168.199.109,445,TCP,1
192.168.199.135,49612,192.168.199.110,445,TCP,1
192.168.199.135,49612,192.168.199.111,445,TCP,1
192.168.199.135,49612,192.168.199.112,445,TCP,1
192.168.199.135,49612,192.168.199.113,445,TCP,1
192.168.199.135,49612,192.168.199.114,445,TCP,1
192.168.199.135,49612,192.168.199.115,445,TCP,1
192.168.199.135,49612,192.168.199.116,445,TCP,1
192.168.199.135,49612,192.168.199.117,445,TCP,1
192.168.199.135,49612,192.168.199.118,445,TCP,1
192.168.199.135,49612,192.168.199.119,445,TCP,1
192.168.199.135,49612,192.168.199.12,445,TCP,1
192.168.199.135,49612,192.168.199.120,445,TCP,1
192.168.199.135,49612,192.168.199.121,445,TCP,1
192.168.199.135,49612,192.168.199.122,445,TCP,1
192.168.199.135,49612,192.168.199.125,445,TCP,1
192.168.199.135,49612,192.168.199.127,445,TCP,1
192.168.199.135,49612,192.168.199.128,445,TCP,1
192.168.199.135,49612,192.168.199.130,445,TCP,1
192.168.199.135,49612,192.168.199.131,445,TCP,1
192.168.199.135,49612,192.168.199.132,445,TCP,1
192.168.199.135,49612,192.168.199.133,445,TCP,1
192.168.199.135,49612,192.168.199.134,189,TCP,1
192.168.199.135,49612,192.168.199.134,256,TCP,1
192.168.199.135,49612,192.168.199.134,257,TCP,1
192.168.199.135,49612,192.168.199.134,259,TCP,1
192.168.199.135,49612,192.168.199.134,263,TCP,1
192.168.199.135,49612,192.168.199.134,264,TCP,1
192.168.199.135,49612,192.168.199.134,266,TCP,1
192.168.199.135,49612,192.168.199.134,268,TCP,1
192.168.199.135,49612,192.168.199.134,269,TCP,1
192.168.199.135,49612,192.168.199.134,270,TCP,1
192.168.199.135,49612,192.168.199.134,272,TCP,1
192.168.199.135,49612,192.168.199.134,275,TCP,1
192.168.199.135,49612,192.168.199.134,280,TCP,1
192.168.199.135,49612,192.168.199.134,285,TCP,1
192.168.199.135,49612,192.168.199.134,286,TCP,1
192.168.199.135,49612,192.168.199.134,288,TCP,1
192.168.199.135,49612,192.168.199.134,290,TCP,1
192.168.199.135,49612,192.168.199.134,291,TCP,1
192.168.199.135,49612,192.168.199.134,293,TCP,1
192.168.199.135,49612,192.168.199.134,295,TCP,1
192.168.199.135,49612,192.168.199.134,296,TCP,1
192.168.199.135,49612,192.168.199.134,297,TCP,1
192.168.199.135,49612,192.168.199.134,298,TCP,1
192.168.199.135,49612,192.168.199.134,304,TCP,1
192.168.199.135,49612,192.168.199.134,305,TCP,1
192.168.199.135,49612,192.168.199.134,306,TCP,1
192.168.199.135,49612,192.168.199.134,307,TCP,1
192.168.199.135,49612,192.168.199.134,308,TCP,1
192.168.199.135,49612,192.168.199.134,309,TCP,1
192.168.199.135,49612,192.168.199.134,310,TCP,1
192.168.199.135,49612,192.168.199.134,311,TCP,1
192.168.199.135,49612,192.168.199.134,312,TCP,1
192.168.199.135,49612,192.168.199.134,313,TCP,1
192.168.199.135,49612,192.168.199.134,317,TCP,1
192.168.199.135,49612,192.168.199.134,321,TCP,1
192.168.199.135,49612,192.168.199.134,322,TCP,1
192.168.199.135,49612,192.168.199.134,323,TCP,1
192.168.199.135,49612,192.168.199.134,324,TCP,1
192.168.199.135,49612,192.168.199.134,325,TCP,1
192.168.199.135,49612,192.168.199.134,326,TCP,1
192.168.199.135,49612,192.168.199.134,327,TCP,1
192.168.199.135,49612,192.168.199.134,328,TCP,1
192.168.199.135,49612,192.168.199.134,329,TCP,1
192.168.199.135,49612,192.168.199.134,330,TCP,1
192.168.199.135,49612,192.168.199.134,331,TCP,1
192.168.199.135,49612,192.168.199.134,332,TCP,1
192.168.199.135,49612,192.168.199.134,333,TCP,1
192.168.199.135,49612,192.168.199.134,334,TCP,1
192.168.199.135,49612,192.168.199.134,335,TCP,1
192.168.199.135,49612,192.168.199.134,336,TCP,1
192.168.199.135,49612,192.168.199.134,337,TCP,1
192.168.199.135,49612,192.168.199.134,338,TCP,1
192.168.199.135,49612,192.168.199.134,339,TCP,1
192.168.199.135,49612,192.168.199.134,340,TCP,1
192.168.199.135,49612,192.168.199.134,341,TCP,1
192.168.199.135,49612,192.168.199.134,342,TCP,1
192.168.199.135,49612,192.168.199.134,343,TCP,1
192.168.199.135,49612,192.168.199.134,344,TCP,1
192.168.199.135,49612,192.168.199.134,345,TCP,1
192.168.199.135,49612,192.168.199.134,346,TCP,1
192.168.199.135,49612,192.168.199.134,347,TCP,1
192.168.199.135,49612,192.168.199.134,349,TCP,1
192.168.199.135,49612,192.168.199.134,351,TCP,1
192.168.199.135,49612,192.168.199.134,353,TCP,1
192.168.199.135,49612,192.168.199.134,354,TCP,1
192.168.199.135,49612,192.168.199.134,355,TCP,1
192.168.199.135,49612,192.168.199.134,356,TCP,1
192.168.199.135,49612,192.168.199.134,357,TCP,1
192.168.199.135,49612,192.168.199.134,358,TCP,1
192.168.199.135,49612,192.168.199.134,359,TCP,1
192.168.199.135,49612,192.168.199.134,360,TCP,1
192.168.199.135,49612,192.168.199.134,361,TCP,1
192.168.199.135,49612,192.168.199.134,362,TCP,1
192.168.199.135,49612,192.168.199.134,363,TCP,1
192.168.199.135,49612,192.168.199.134,364,TCP,1
192.168.199.135,49612,192.168.199.134,365,TCP,1
192.168.199.135,49612,192.168.199.134,366,TCP,1
192.168.199.135,49612,192.168.199.134,367,TCP,1
192.168.199.135,49612,192.168.199.134,368,TCP,1
192.168.199.135,49612,192.168.199.134,369,TCP,1
192.168.199.135,49612,192.168.199.134,370,TCP,1
192.168.199.135,49612,192.168.199.134,371,TCP,1
192.168.199.135,49612,192.168.199.134,372,TCP,1
192.168.199.135,49612,192.168.199.134,373,TCP,1
192.168.199.135,49612,192.168.199.134,374,TCP,1
192.168.199.135,49612,192.168.199.134,375,TCP,1
192.168.199.135,49612,192.168.199.134,376,TCP,1
192.168.199.135,49612,192.168.199.134,377,TCP,1
192.168.199.135,49612,192.168.199.134,378,TCP,1
192.168.199.135,49612,192.168.199.134,381,TCP,1
192.168.199.135,49612,192.168.199.134,382,TCP,1
192.168.199.135,49612,192.168.199.134,383,TCP,1
192.168.199.135,49612,192.168.199.134,384,TCP,1
192.168.199.135,49612,192.168.199.134,386,TCP,1
192.168.199.135,49612,192.168.199.134,387,TCP,1
192.168.199.135,49612,192.168.199.134,388,TCP,1
192.168.199.135,49612,192.168.199.134,390,TCP,1
192.168.199.135,49612,192.168.199.134,391,TCP,1
192.168.199.135,49612,192.168.199.134,392,TCP,1
192.168.199.135,49612,192.168.199.134,393,TCP,1
192.168.199.135,49612,192.168.199.134,397,TCP,1
192.168.199.135,49612,192.168.199.134,399,TCP,1
192.168.199.135,49612,192.168.199.134,401,TCP,1
192.168.199.135,49612,192.168.199.134,403,TCP,1
192.168.199.135,49612,192.168.199.134,404,TCP,1
192.168.199.135,49612,192.168.199.134,407,TCP,1
192.168.199.135,49612,192.168.199.134,408,TCP,1
192.168.199.135,49612,192.168.199.134,409,TCP,1
192.168.199.135,49612,192.168.199.134,411,TCP,1
192.168.199.135,49612,192.168.199.134,413,TCP,1
192.168.199.135,49612,192.168.199.134,414,TCP,1
192.168.199.135,49612,192.168.199.134,415,TCP,1
192.168.199.135,49612,192.168.199.134,417,TCP,1
192.168.199.135,49612,192.168.199.134,418,TCP,1
192.168.199.135,49612,192.168.199.134,421,TCP,1
192.168.199.135,49612,192.168.199.134,423,TCP,1
192.168.199.135,49612,192.168.199.134,424,TCP,1
192.168.199.135,49612,192.168.199.134,426,TCP,1
192.168.199.135,49612,192.168.199.134,429,TCP,1
192.168.199.135,49612,192.168.199.134,430,TCP,1
192.168.199.135,49612,192.168.199.134,432,TCP,1
192.168.199.135,49612,192.168.199.134,433,TCP,1
192.168.199.135,49612,192.168.199.134,434,TCP,1
192.168.199.135,49612,192.168.199.134,435,TCP,1
192.168.199.135,49612,192.168.199.134,436,TCP,1
192.168.199.135,49612,192.168.199.134,437,TCP,1
192.168.199.135,49612,192.168.199.134,439,TCP,1
192.168.199.135,49612,192.168.199.134,441,TCP,1
192.168.199.135,49612,192.168.199.134,442,TCP,1
192.168.199.135,49612,192.168.199.134,443,TCP,1
192.168.199.135,49612,192.168.199.134,444,TCP,1
192.168.199.135,49612,192.168.199.134,445,TCP,4
192.168.199.135,49612,192.168.199.134,446,TCP,1
192.168.199.135,49612,192.168.199.134,447,TCP,1
192.168.199.135,49612,192.168.199.134,448,TCP,1
192.168.199.135,49612,192.168.199.134,450,TCP,1
192.168.199.135,49612,192.168.199.134,451,TCP,1
192.168.199.135,49612,192.168.199.134,453,TCP,1
192.168.199.135,49612,192.168.199.134,454,TCP,1
192.168.199.135,49612,192.168.199.134,455,TCP,1
192.168.199.135,49612,192.168.199.134,457,TCP,1
192.168.199.135,49612,192.168.199.134,458,TCP,1
192.168.199.135,49612,192.168.199.134,461,TCP,1
192.168.199.135,49612,192.168.199.134,463,TCP,1
192.168.199.135,49612,192.168.199.134,468,TCP,1
192.168.199.135,49612,192.168.199.134,471,TCP,1
192.168.199.135,49612,192.168.199.134,472,TCP,1
192.168.199.135,49612,192.168.199.134,475,TCP,1
192.168.199.135,49612,192.168.199.134,481,TCP,1
192.168.199.135,49612,192.168.199.134,483,TCP,1
192.168.199.135,49612,192.168.199.134,488,TCP,1
192.168.199.135,49612,192.168.199.134,490,TCP,1
192.168.199.135,49612,192.168.199.134,492,TCP,1
192.168.199.135,49612,192.168.199.134,494,TCP,1
192.168.199.135,49612,192.168.199.134,496,TCP,1
192.168.199.135,49612,192.168.199.134,499,TCP,1
192.168.199.135,49612,192.168.199.134,501,TCP,1
192.168.199.135,49612,192.168.199.134,502,TCP,1
192.168.199.135,49612,192.168.199.134,504,TCP,1
192.168.199.135,49612,192.168.199.134,505,TCP,1
192.168.199.135,49612,192.168.199.134,507,TCP,1
192.168.199.135,49612,192.168.199.134,509,TCP,1
192.168.199.135,49612,192.168.199.134,957,TCP,1
192.168.199.135,49612,192.168.199.134,1469,TCP,1
192.168.199.135,49612,192.168.199.134,1981,TCP,1
192.168.199.135,49612,192.168.199.134,2493,TCP,1
192.168.199.135,49612,192.168.199.134,3773,TCP,1
192.168.199.135,49612,192.168.199.134,4029,TCP,1
192.168.199.135,49612,192.168.199.134,4541,TCP,1
192.168.199.135,49612,192.168.199.134,5053,TCP,1
192.168.199.135,49612,192.168.199.134,5309,TCP,1
192.168.199.135,49612,192.168.199.134,5565,TCP,1
192.168.199.135,49612,192.168.199.134,6333,TCP,1
192.168.199.135,49612,192.168.199.134,6845,TCP,1
192.168.199.135,49612,192.168.199.134,7357,TCP,1
192.168.199.135,49612,192.168.199.134,7613,TCP,1
192.168.199.135,49612,192.168.199.134,8381,TCP,1
192.168.199.135,49612,192.168.199.134,8637,TCP,1
