src,src_port,dst,dst_port,protocol,start,end,duration,packets,bytes,occurrence_id
192.168.144.134,445,192.168.199.133,49671,TCP,1476813683.602127,1476813683.602127,0.000000,1,93,1
192.168.199.133,49671,185.168.199.134,445,TCP,1476813683.605392,1476813683.605392,0.000000,1,130,1
192.168.199.134,43690,192.168.199.170,43690,TCP,1476813683.605904,1476813683.605904,0.000000,1,93,1
192.168.199.134,43690,192.168.199.170,43690,TCP,1476813934.383,1476814010.532394,76.149394,84,7957,2
192.168.199.134,445,80.168.199.133,49671,TCP,1476813683.609835,1476813683.609835,0.000000,1,193,1
192.168.199.133,49671,192.168.199.103,445,TCP,1476813683.611563,1476813683.611563,0.000000,1,130,1
192.168.199.134,445,192.168.199.135,49608,TCP,1476813684.442086,1476813684.442086,0.000000,1,55,1
192.168.199.134,445,192.168.199.135,49608,TCP,1476813966.924314,1476814010.176136,43.251822,49,4557,2
192.168.199.135,49612,192.38.199.134,445,TCP,1476813684.442383,1476813684.442383,0.000000,1,66,1
192.168.199.135,49612,192.38.199.134,445,TCP,1476814002.243995,1476814008.771054,6.527059,2,234,2
192.168.199.134,361,192.168.199.133,49671,TCP,1476813684.722733,1476813684.722733,0.000000,1,142,1
192.168.199.134,22205,192.168.199.133,49671,TCP,1476813684.726986,1476813684.726986,0.000000,1,142,1
192.168.199.133,49671,192.168.37.0,445,TCP,1476813684.897393,1476813684.897393,0.000000,1,54,1
192.168.199.133,49671,192.168.37.0,445,TCP,1476813933.823806,1476813946.947247,13.123441,4,492,2
192.160.199.133,49671,192.168.199.134,445,TCP,1476813686.951602,1476813686.951602,0.000000,1,188,1
192.160.199.133,49671,192.168.199.134,445,TCP,1476813931.70028,1476813946.385065,14.684785,4,480,2
192.168.199.133,49671,192.168.1.134,8637,TCP,1476813686.957552,1476813686.957552,0.000000,1,168,1
192.168.199.133,49671,192.168.199.198,445,TCP,1476813686.962402,1476813686.962402,0.000000,1,182,1
192.168.199.133,49671,192.168.199.198,445,TCP,1476813935.259844,1476813935.259844,0.000000,1,117,2
192.37.0.134,445,192.168.199.133,49671,TCP,1476813686.964182,1476813686.964182,0.000000,1,158,1
192.37.0.134,445,192.168.199.133,49671,TCP,1476813937.195598,1476813950.681702,13.486104,3,346,2
192.168.199.134,334,192.168.199.133,49671,TCP,1476813687.001601,1476813687.001601,0.000000,1,158,1
192.168.199.134,334,192.168.199.133,49671,TCP,1476813936.197037,1476813936.197037,0.000000,1,142,2
192.168.199.133,2,192.168.199.134,68,TCP,1476813687.023774,1476813687.023774,0.000000,1,128,1
192.168.199.134,445,192.168.199.133,49701,TCP,1476813687.029365,1476813696.936923,9.907558,4,486,1
192.168.199.134,445,192.168.199.133,49701,TCP,1476813929.820544,1476813946.948123,17.127579,3,341,2
192.168.199.150,445,192.168.199.133,49671,TCP,1476813687.030232,1476813687.030232,0.000000,1,93,1
192.168.199.150,445,192.168.199.133,49671,TCP,1476813937.760211,1476813940.633086,2.872875,2,261,2
192.168.199.132,445,192.168.37.0,49671,TCP,1476813687.033336,1476813687.033336,0.000000,1,93,1
192.168.199.134,445,192.168.199.133,18183,TCP,1476813687.036289,1476813687.036289,0.000000,1,142,1
192.168.199.134,445,192.168.199.133,20743,TCP,1476813687.036869,1476813687.036869,0.000000,1,210,1
192.168.199.134,13501,192.168.199.133,49671,TCP,1476813687.039484,1476813687.039484,0.000000,1,93,1
192.168.199.133,49671,192.168.199.134,9472,TCP,1476813687.0764,1476813687.0764,0.0000,1,182,1
192.168.199.133,49671,192.168.199.134,9472,TCP,1476813933.073914,1476813941.822466,8.748552,2,246,2
192.168.199.6,445,192.168.199.133,49671,TCP,1476813687.077172,1476813687.077172,0.000000,1,142,1
192.168.199.6,445,192.168.199.133,49671,TCP,1476813938.320892,1476813941.321077,3.000185,2,239,2
192.78.199.134,445,192.168.199.133,49671,TCP,1476813687.077817,1476813687.077817,0.000000,1,142,1
192.40.199.133,49671,192.168.199.134,334,TCP,1476813687.080203,1476813687.080203,0.000000,1,99,1
192.168.199.133,49671,192.168.199.149,445,TCP,1476813687.081317,1476813687.081317,0.000000,1,130,1
192.6.199.134,445,192.168.199.133,49671,TCP,1476813687.081466,1476813687.081466,0.000000,1,158,1
192.168.199.133,49671,192.119.199.134,445,TCP,1476813687.147248,1476813687.147248,0.000000,1,54,1
192.168.199.76,49671,192.168.199.134,445,TCP,1476813687.152519,1476813687.152519,0.000000,1,128,1
192.168.199.134,445,192.168.199.165,49671,TCP,1476813687.157774,1476813687.157774,0.000000,1,158,1
192.168.199.134,445,192.168.199.165,49671,TCP,1476813909.290471,1476813932.321241,23.030770,3,402,2
192.168.199.134,445,192.168.70.133,49671,TCP,1476813687.158207,1476813687.158207,0.000000,1,142,1
192.168.199.133,49671,37.0.199.134,445,TCP,1476813687.159002,1476813688.723156,1.564154,2,281,1
192.168.199.133,49671,37.0.199.134,445,TCP,1476813930.948076,1476813934.507943,3.559867,2,234,2
192.168.199.133,0,192.168.199.134,0,TCP,1476813688.648664,1476813688.648664,0.000000,1,158,1
192.168.199.133,0,192.168.199.134,0,TCP,1476813934.322039,1476813943.885347,9.563308,3,351,2
193.168.199.134,445,192.168.199.133,49671,TCP,1476813688.649523,1476813688.649523,0.000000,1,142,1
193.168.199.134,445,192.168.199.133,49671,TCP,1476813950.794926,1476813950.794926,0.000000,1,54,2
192.168.199.133,49671,192.204.199.134,445,TCP,1476813688.650301,1476813688.650301,0.000000,1,168,1
192.168.199.133,49671,192.168.199.26,445,TCP,1476813688.663866,1476813688.663866,0.000000,1,99,1
192.168.199.133,49671,192.168.199.134,65213,TCP,1476813688.69932,1476813688.69932,0.00000,1,192,1
192.184.199.134,445,192.168.199.133,49671,TCP,1476813688.700302,1476813688.700302,0.000000,1,286,1
192.184.199.134,445,192.168.199.133,49671,TCP,1476813930.009162,1476813979.883581,49.874419,6,705,2
192.168.199.133,43690,192.168.199.134,43690,TCP,1476813688.700484,1476813688.700484,0.000000,1,99,1
192.168.199.133,43690,192.168.199.134,43690,TCP,1476813939.386058,1476813945.384842,5.998784,4,480,2
192.168.199.134,22717,192.168.199.133,49671,TCP,1476813688.714121,1476813688.714121,0.000000,1,142,1
192.168.199.134,445,192.168.199.133,9472,TCP,1476813688.72056,1476813688.72056,0.00000,1,210,1
192.168.199.134,445,192.168.199.133,9472,TCP,1476813935.447445,1476813946.57402,11.126575,6,763,2
192.168.199.134,445,192.168.197.133,49671,TCP,1476813688.721332,1476813688.721332,0.000000,1,162,1
192.168.199.133,7,192.168.199.37,445,TCP,1476813688.721989,1476813688.721989,0.000000,1,188,1
192.168.199.133,7,192.168.199.37,445,TCP,1476813932.1335,1476813948.197663,16.064163,6,726,2
192.168.199.134,445,192.168.199.133,49687,TCP,1476813688.72226,1476813688.72226,0.00000,1,222,1
192.168.199.134,33469,192.168.199.133,49671,TCP,1476813688.728035,1476813688.728035,0.000000,1,105,1
192.168.199.134,16829,192.168.199.133,49671,TCP,1476813688.729716,1476813688.729716,0.000000,1,210,1
192.168.199.134,16829,192.168.199.133,49671,TCP,1476813939.50923,1476813957.73545,18.22622,2,176,2
192.168.199.133,46343,192.168.199.134,313,TCP,1476813688.732888,1476813688.732888,0.000000,1,194,1
192.168.199.133,49671,192.168.199.132,445,TCP,1476813688.733875,1476813688.733875,0.000000,1,117,1
192.168.199.133,49671,192.168.199.132,445,TCP,1476813936.444865,1476813936.444865,0.000000,1,54,2
192.168.102.133,49671,192.168.199.134,445,TCP,1476813688.734903,1476813688.734903,0.000000,1,168,1
192.168.102.133,49671,192.168.199.134,445,TCP,1476813940.695964,1476813940.695964,0.000000,1,117,2
192.168.199.133,49671,192.168.231.134,445,TCP,1476813688.751275,1476813688.751275,0.000000,1,226,1
192.168.199.133,49671,192.168.231.134,445,TCP,1476813936.07269,1476813937.135432,1.062742,2,234,2
192.168.199.134,19133,192.168.199.133,49671,TCP,1476813688.752059,1476813688.752059,0.000000,1,162,1
194.184.199.134,445,192.168.199.133,49671,TCP,1476813688.752564,1476813688.752564,0.000000,1,162,1
192.168.199.134,28861,192.168.199.133,49671,TCP,1476813688.753083,1476813688.753083,0.000000,1,174,1
192.168.199.134,28861,192.168.199.133,49671,TCP,1476813933.711375,1476813933.711375,0.000000,1,122,2
192.168.199.133,49671,192.37.0.134,445,TCP,1476813688.755113,1476813688.755113,0.000000,1,186,1
192.168.199.133,49671,192.37.0.134,445,TCP,1476813938.634786,1476813947.698199,9.063413,6,639,2
192.37.0.133,49671,192.168.199.134,445,TCP,1476813688.762074,1476813688.762074,0.000000,1,99,1
192.37.0.133,49671,192.168.199.134,445,TCP,1476813936.446155,1476813947.758119,11.311964,8,948,2
192.168.199.134,1469,192.168.199.133,49671,TCP,1476813694.79942,1476813694.79942,0.00000,1,126,1
192.168.199.134,1469,192.168.199.133,49671,TCP,1476813937.694962,1476813947.258979,9.564017,3,341,2
192.168.199.134,354,192.168.199.133,49671,TCP,1476813694.802539,1476813694.802539,0.000000,1,142,1
192.168.199.134,445,192.101.199.133,49671,TCP,1476813694.802918,1476813694.802918,0.000000,1,158,1
192.168.199.133,19463,192.168.199.134,445,TCP,1476813694.871675,1476813694.871675,0.000000,1,54,1
192.168.199.134,445,192.168.199.133,13319,TCP,1476813694.872617,1476813694.872617,0.000000,1,142,1
192.168.199.134,445,192.168.199.133,13319,TCP,1476813939.195463,1476813939.195463,0.000000,1,97,2
192.168.199.133,61703,192.168.199.134,445,TCP,1476813694.873182,1476813694.873182,0.000000,1,182,1
192.168.199.133,49671,192.88.199.134,445,TCP,1476813694.874428,1476813694.874428,0.000000,1,182,1
192.168.199.134,445,192.168.199.133,49822,TCP,1476813694.881615,1476813694.881615,0.000000,1,142,1
192.168.199.133,49681,192.168.198.134,445,TCP,1476813694.915738,1476813694.915738,0.000000,1,156,1
192.168.100.133,49671,192.168.199.134,445,TCP,1476813694.916293,1476813694.916293,0.000000,1,156,1
192.168.197.133,49671,192.168.199.134,445,TCP,1476813694.919149,1476813694.919149,0.000000,1,166,1
192.168.197.133,49671,192.168.199.134,445,TCP,1476813937.571532,1476813937.571532,0.000000,1,117,2
193.232.199.133,49671,192.168.199.134,445,TCP,1476813694.919997,1476813694.919997,0.000000,1,142,1
192.168.199.133,26887,192.168.199.134,445,TCP,1476813694.9204,1476813694.9204,0.0000,1,128,1
192.168.199.134,4712,192.168.199.133,22086,TCP,1476813694.920586,1476813694.920586,0.000000,1,178,1
192.168.199.134,379,192.168.199.133,49671,TCP,1476813694.921137,1476813694.921137,0.000000,1,93,1
192.168.199.123,445,192.168.199.133,49671,TCP,1476813694.922369,1476813694.922369,0.000000,1,193,1
192.168.199.133,61191,192.168.199.134,445,TCP,1476813694.927542,1476813694.927542,0.000000,1,156,1
192.168.199.133,61191,192.168.199.134,445,TCP,1476813930.760185,1476813930.760185,0.000000,1,117,2
192.168.199.134,413,192.168.199.133,49671,TCP,1476813694.96854,1476813694.96854,0.00000,1,174,1
192.168.199.134,413,192.168.199.133,49671,TCP,1476813934.070813,1476813939.198214,5.127401,3,394,2
192.168.199.133,49687,192.168.199.134,445,TCP,1476813694.968682,1476813694.968682,0.000000,1,192,1
192.168.199.133,49687,192.168.199.134,445,TCP,1476813933.723185,1476813933.723185,0.000000,1,117,2
0.168.199.133,49671,192.168.199.134,445,TCP,1476813694.969134,1476813694.969134,0.000000,1,142,1
0.168.199.133,49671,192.168.199.134,445,TCP,1476813932.945509,1476813945.320876,12.375367,2,234,2
192.168.199.133,49671,36.168.199.134,445,TCP,1476813694.969651,1476813694.969651,0.000000,1,128,1
192.168.199.134,337,192.168.199.133,49671,TCP,1476813694.969841,1476813694.969841,0.000000,1,178,1
192.168.199.89,49671,192.168.199.222,445,TCP,1476813694.972174,1476813694.972174,0.000000,1,156,1
192.168.199.134,9472,192.168.199.133,49671,TCP,1476813694.973591,1476813694.973591,0.000000,1,93,1
192.168.199.134,9472,192.168.199.133,49671,TCP,1476813929.007984,1476813966.654364,37.646380,12,1403,2
192.75.199.133,49671,192.168.199.134,445,TCP,1476813694.990292,1476813694.990292,0.000000,1,192,1
193.168.199.133,49671,192.168.199.134,445,TCP,1476813694.994532,1476813694.994532,0.000000,1,156,1
193.168.199.133,49671,192.168.199.134,445,TCP,1476813931.074063,1476813931.074063,0.000000,1,129,2
192.37.0.133,49833,192.168.199.134,445,TCP,1476813694.996074,1476813694.996074,0.000000,1,156,1
192.168.199.133,49706,192.168.199.134,445,TCP,1476813694.999761,1476813694.999761,0.000000,1,130,1
192.168.199.134,445,192.168.199.133,49834,TCP,1476813695.001108,1476813695.001108,0.000000,1,250,1
192.168.199.134,445,93.168.199.133,49671,TCP,1476813695.001461,1476813695.001461,0.000000,1,93,1
137.168.199.134,445,192.168.199.133,49671,TCP,1476813695.004188,1476813695.004188,0.000000,1,142,1
192.168.199.132,445,192.168.199.133,49671,TCP,1476813695.004613,1476813695.004613,0.000000,1,174,1
192.168.199.132,445,192.168.199.133,49671,TCP,1476813942.198796,1476813945.761589,3.562793,4,463,2
192.168.199.133,49671,192.90.199.134,445,TCP,1476813695.00477,1476813695.00477,0.00000,1,192,1
192.168.199.134,445,192.168.98.133,49671,TCP,1476813695.006264,1476813695.006264,0.000000,1,158,1
192.168.199.133,49885,192.168.199.134,445,TCP,1476813695.009017,1476813695.009017,0.000000,1,156,1
192.168.199.134,445,192.168.199.133,49669,TCP,1476813695.009382,1476813695.009382,0.000000,1,142,1
192.168.199.133,49670,192.168.199.134,445,TCP,1476813695.0119,1476813695.0119,0.0000,1,156,1
192.96.199.134,445,192.168.199.133,49671,TCP,1476813695.012934,1476813695.012934,0.000000,1,93,1
192.168.27.133,49671,192.168.199.134,353,TCP,1476813695.088503,1476813695.088503,0.000000,1,156,1
192.168.199.134,445,192.110.199.133,49671,TCP,1476813695.09077,1476813695.09077,0.00000,1,193,1
192.168.199.133,49671,192.168.199.135,445,TCP,1476813695.090882,1476813695.090882,0.000000,1,142,1
192.168.199.133,49671,192.168.199.135,445,TCP,1476813934.758609,1476813943.38263,8.624021,3,288,2
192.168.86.133,49671,192.168.199.134,445,TCP,1476813695.091166,1476813695.091166,0.000000,1,128,1
192.168.199.25,49671,192.168.199.6,445,TCP,1476813696.937197,1476813696.937197,0.000000,1,192,1
192.168.199.135,52299,192.168.199.1,53,UDP,1476813712.282181,1476813715.308786,3.026605,3,255,1
192.168.199.135,52299,192.168.33.1,53,UDP,1476813719.318309,1476813719.318309,0.000000,1,85,1
192.168.199.133,49671,192.168.199.196,445,TCP,1476813734.168812,1476813734.168812,0.000000,1,182,1
192.168.199.134,445,192.168.199.133,49679,TCP,1476813734.16913,1476813734.16913,0.00000,1,142,1
192.168.199.134,445,192.168.199.133,49679,TCP,1476813930.259556,1476813939.072483,8.812927,3,426,2
192.122.199.133,49687,192.122.199.134,445,TCP,1476813734.16933,1476813734.16933,0.00000,1,182,1
192.168.199.134,445,192.168.199.133,11015,TCP,1476813734.169648,1476813734.169648,0.000000,1,158,1
192.168.119.133,49671,192.168.199.134,445,TCP,1476813734.170087,1476813734.170087,0.000000,1,192,1
192.168.215.134,445,192.168.199.133,49671,TCP,1476813735.0256,1476813735.0256,0.0000,1,93,1
192.168.215.134,445,192.168.199.133,49671,TCP,1476813930.512473,1476813932.136592,1.624119,2,252,2
192.168.144.133,49671,192.168.199.134,445,TCP,1476813735.176778,1476813735.176778,0.000000,1,182,1
192.168.199.133,49671,192.168.199.134,39101,TCP,1476813735.352504,1476813735.352504,0.000000,1,182,1
192.168.199.73,49667,254.168.199.134,445,TCP,1476813735.353624,1476813735.353624,0.000000,1,182,1
192.168.199.134,19389,192.168.199.133,49671,TCP,1476813735.354169,1476813735.354169,0.000000,1,142,1
192.168.199.134,19389,192.168.199.133,49671,TCP,1476813963.040629,1476813963.040629,0.000000,1,93,2
192.168.199.133,49671,192.168.103.134,445,TCP,1476813735.355509,1476813735.355509,0.000000,1,192,1
192.168.199.1,138,196.168.199.255,138,UDP,1476813753.163498,1476813753.163498,0.000000,1,227,1
192.168.199.133,49671,192.168.199.134,26301,TCP,1476813758.270898,1476813758.270898,0.000000,1,182,1
192.168.199.134,20504,192.168.199.133,62812,TCP,1476813758.271337,1476813758.271337,0.000000,1,158,1
192.168.37.0,49671,192.168.199.134,445,TCP,1476813758.272255,1476813758.272255,0.000000,1,182,1
192.168.37.0,49671,192.168.199.134,445,TCP,1476813929.88234,1476813936.071537,6.189197,3,363,2
192.168.199.133,9472,192.168.199.134,9472,TCP,1476813758.273335,1476813758.273335,0.000000,1,182,1
119.168.199.133,49671,192.168.199.134,445,TCP,1476813758.886819,1476813758.886819,0.000000,1,182,1
192.168.199.133,49671,192.168.199.134,957,TCP,1476813758.889906,1476813758.889906,0.000000,1,182,1
192.168.199.134,346,192.168.199.133,49671,TCP,1476813758.890211,1476813758.890211,0.000000,1,158,1
192.168.199.133,59290,224.32.0.252,5355,UDP,1476813760.636473,1476813760.636473,0.000000,1,64,1
192.168.199.133,60279,117.0.0.252,5355,UDP,1476813760.637007,1476813760.637007,0.000000,1,64,1
192.168.207.133,58326,192.168.199.1,53,UDP,1476813760.637309,1476813760.637309,0.000000,1,76,1
192.168.199.133,60279,224.0.0.252,5355,UDP,1476813761.054001,1476813761.054001,0.000000,1,64,1
192.168.199.133,59290,224.0.224.252,5355,UDP,1476813761.054318,1476813761.054318,0.000000,1,64,1
192.168.199.135,62659,192.168.199.1,53,UDP,1476813761.453892,1476813768.489109,7.035217,3,255,1
192.168.199.135,62659,192.168.199.9,53,UDP,1476813762.467261,1476813762.467261,0.000000,1,85,1
192.168.199.133,58326,192.168.199.1,53,UDP,1476813763.647795,1476813763.647795,0.000000,1,76,1
192.168.199.134,293,192.168.199.135,204,TCP,1476813768.590407,1476813768.590407,0.000000,1,158,1
192.168.199.134,293,192.168.199.135,204,TCP,1476813967.258612,1476814010.485352,43.226740,155,14415,2
78.168.199.135,49612,192.168.199.134,445,TCP,1476813768.590594,1476813768.590594,0.000000,1,182,1
78.168.199.135,49612,192.168.199.134,445,TCP,1476813972.140394,1476814008.339524,36.199130,8,936,2
192.168.199.134,445,192.168.135.135,49612,TCP,1476813768.59136,1476813768.59136,0.00000,1,142,1
192.168.199.134,445,192.168.135.135,49612,TCP,1476813967.726728,1476814010.434154,42.707426,43,3999,2
192.168.199.133,50384,192.168.199.1,53,UDP,1476813769.745732,1476813773.772947,4.027215,4,344,1
192.168.199.135,64659,192.168.199.1,53,UDP,1476813807.021263,1476813815.070462,8.049199,5,425,1
192.168.135.134,445,192.168.199.133,49671,TCP,1476813827.078772,1476813827.078772,0.000000,1,158,1
192.168.135.134,445,192.168.199.133,49671,TCP,1476813929.633924,1476813938.447858,8.813934,3,361,2
192.168.199.133,49671,107.168.199.134,445,TCP,1476813827.07896,1476813827.07896,0.00000,1,182,1
192.168.199.133,49671,76.168.199.134,445,TCP,1476813827.080838,1476813827.080838,0.000000,1,192,1
192.168.199.133,49671,76.168.199.134,445,TCP,1476813929.444797,1476813929.444797,0.000000,1,54,2
37.0.199.1,138,192.168.195.255,138,UDP,1476813839.880853,1476813839.880853,0.000000,1,227,1
192.168.199.135,56947,192.168.199.1,53,UDP,1476813852.995282,1476813861.04376,8.048478,4,340,1
192.168.199.135,56947,192.168.226.1,53,UDP,1476813857.034573,1476813857.034573,0.000000,1,85,1
192.168.199.1,44225,192.168.199.134,445,TCP,1476813870.489051,1476813870.489051,0.000000,1,168,1
192.168.199.1,51393,192.168.199.223,445,TCP,1476813870.49299,1476813870.49299,0.00000,1,158,1
192.168.37.0,43690,192.168.199.134,43690,TCP,1476813870.524589,1476813870.524589,0.000000,1,130,1
192.168.37.0,43690,192.168.199.134,43690,TCP,1476813978.715678,1476813978.715678,0.000000,1,117,2
192.168.199.134,445,79.168.199.38,51393,TCP,1476813870.524982,1476813870.524982,0.000000,1,274,1
103.168.199.1,51250,192.168.199.134,445,TCP,1476813870.525111,1476813870.525111,0.000000,1,99,1
192.168.199.134,445,192.168.199.1,51370,TCP,1476813870.525652,1476813870.525652,0.000000,1,142,1
192.168.199.134,445,192.168.199.249,51393,TCP,1476813870.526172,1476813870.526172,0.000000,1,446,1
192.168.199.1,30145,192.168.199.134,445,TCP,1476813870.526339,1476813870.526339,0.000000,1,99,1
208.168.199.1,51393,192.168.199.134,445,TCP,1476813870.532534,1476813870.532534,0.000000,1,130,1
192.168.199.1,51393,192.168.199.134,46269,TCP,1476813870.533133,1476813870.533133,0.000000,1,166,1
192.168.199.1,51237,192.168.199.134,189,TCP,1476813870.604606,1476813870.604606,0.000000,1,156,1
200.168.199.134,445,192.168.199.1,51307,TCP,1476813870.60556,1476813870.60556,0.00000,1,158,1
37.0.199.1,51393,192.168.199.134,445,TCP,1476813870.607396,1476813870.607396,0.000000,1,156,1
192.168.199.134,445,192.180.199.1,51393,TCP,1476813870.608724,1476813870.608724,0.000000,1,158,1
192.168.85.1,51393,192.168.199.134,445,TCP,1476813870.644858,1476813870.644858,0.000000,1,166,1
192.168.199.1,51393,192.168.183.134,445,TCP,1476813870.645914,1476813870.645914,0.000000,1,166,1
192.168.47.134,445,192.168.199.1,51393,TCP,1476813870.653613,1476813870.653613,0.000000,1,158,1
192.168.53.134,445,192.168.199.1,51393,TCP,1476813870.655497,1476813870.655497,0.000000,1,158,1
200.168.199.134,445,192.168.199.1,51393,TCP,1476813870.65585,1476813870.65585,0.00000,1,142,1
192.168.199.1,51393,192.81.199.134,445,TCP,1476813870.656755,1476813870.656755,0.000000,1,156,1
192.168.199.134,445,192.168.199.1,46017,TCP,1476813870.69388,1476813870.69388,0.00000,1,140,1
73.168.199.1,51393,192.168.199.134,445,TCP,1476813872.013177,1476813872.013177,0.000000,1,130,1
192.168.199.134,447,192.168.199.1,51393,TCP,1476813872.014149,1476813872.014149,0.000000,1,446,1
192.168.199.1,51393,196.168.199.134,445,TCP,1476813872.014265,1476813872.014265,0.000000,1,99,1
192.168.199.1,51393,193.168.199.134,445,TCP,1476813872.050145,1476813872.050145,0.000000,1,130,1
192.168.199.134,445,192.168.199.3,51393,TCP,1476813872.054131,1476813872.054131,0.000000,1,142,1
192.168.199.1,51393,126.168.199.134,445,TCP,1476813872.05423,1476813872.05423,0.00000,1,166,1
192.168.199.1,51393,192.168.199.134,18621,TCP,1476813872.054649,1476813872.054649,0.000000,1,142,1
192.201.199.1,51393,117.168.199.134,445,TCP,1476813872.055823,1476813872.055823,0.000000,1,99,1
192.168.199.1,51393,192.106.199.134,445,TCP,1476813872.057544,1476813872.057544,0.000000,1,54,1
192.168.199.134,426,192.168.199.1,43690,TCP,1476813872.058679,1476813872.058679,0.000000,1,193,1
192.168.199.1,51393,192.168.199.103,445,TCP,1476813872.059192,1476813872.059192,0.000000,1,156,1
192.168.105.134,445,192.168.199.1,51393,TCP,1476813872.05968,1476813872.05968,0.00000,1,54,1
192.168.199.1,51393,192.168.199.134,257,TCP,1476813873.192622,1476813873.192622,0.000000,1,166,1
192.243.199.134,445,192.168.199.1,51393,TCP,1476813873.193339,1476813873.193339,0.000000,1,93,1
192.168.199.1,51393,192.123.199.134,445,TCP,1476813875.430076,1476813875.430076,0.000000,1,166,1
192.168.215.1,51393,192.168.199.134,445,TCP,1476813878.497547,1476813878.497547,0.000000,1,188,1
192.168.199.1,51393,192.108.199.134,445,TCP,1476813878.499874,1476813878.499874,0.000000,1,130,1
192.168.199.134,445,192.104.199.1,51393,TCP,1476813878.500005,1476813878.500005,0.000000,1,142,1
192.168.199.134,54671,192.168.199.1,8787,TCP,1476813878.502348,1476813878.502348,0.000000,1,142,1
224.168.199.134,445,192.176.199.1,51393,TCP,1476813878.507276,1476813878.507276,0.000000,1,158,1
192.168.199.1,51393,152.168.199.134,445,TCP,1476813878.507678,1476813878.507678,0.000000,1,156,1
192.168.199.101,445,192.168.199.1,51393,TCP,1476813878.512072,1476813878.512072,0.000000,1,193,1
192.168.199.1,51393,192.168.199.117,445,TCP,1476813878.512607,1476813878.512607,0.000000,1,188,1
192.168.199.1,51393,105.102.199.134,445,TCP,1476813878.513037,1476813878.513037,0.000000,1,99,1
192.98.199.134,266,192.168.199.1,51393,TCP,1476813878.529783,1476813878.529783,0.000000,1,114,1
192.168.107.134,445,70.168.199.1,51393,TCP,1476813878.547824,1476813878.547824,0.000000,1,122,1
192.168.199.1,43690,192.168.170.170,43690,TCP,1476813878.548637,1476813878.548637,0.000000,1,128,1
192.168.199.134,445,192.168.199.1,51251,TCP,1476813878.554485,1476813878.554485,0.000000,1,93,1
192.168.103.134,445,192.168.199.1,51393,TCP,1476813878.563319,1476813878.563319,0.000000,1,93,1
192.168.199.1,24,192.168.199.134,1992,TCP,1476813880.798478,1476813880.798478,0.000000,1,130,1
192.89.199.134,445,192.168.199.1,51393,TCP,1476813880.799274,1476813880.799274,0.000000,1,132,1
192.168.199.1,138,192.168.199.255,138,UDP,1476813883.213094,1476813883.213094,0.000000,1,227,1
192.168.199.1,138,192.168.199.255,138,UDP,1476814013.262725,1476814043.392472,30.129747,2,473,2
192.168.199.135,49612,192.50.199.134,445,TCP,1476813888.734399,1476813888.734399,0.000000,1,66,1
192.168.199.135,49612,192.50.199.134,445,TCP,1476813976.373511,1476813976.373511,0.000000,1,117,2
192.168.199.54,445,192.168.199.135,49612,TCP,1476813891.392022,1476813891.392022,0.000000,1,142,1
192.168.199.54,445,192.168.199.135,49612,TCP,1476813972.300741,1476813994.869635,22.568894,4,372,2
192.168.199.135,49612,78.168.199.134,445,TCP,1476813891.604347,1476813891.604347,0.000000,1,54,1
192.168.199.135,49612,78.168.199.134,445,TCP,1476813985.699366,1476814005.856667,20.157301,4,468,2
192.25.197.134,445,192.168.199.135,49612,TCP,1476813894.331203,1476813894.331203,0.000000,1,109,1
192.170.199.134,445,192.168.199.135,49612,TCP,1476813894.331432,1476813894.331432,0.000000,1,105,1
192.170.199.134,445,192.168.199.135,49612,TCP,1476813967.613841,1476814010.286389,42.672548,49,4557,2
192.168.199.135,49612,192.168.116.134,445,TCP,1476813894.331992,1476813894.331992,0.000000,1,126,1
192.168.199.135,49612,192.168.116.134,445,TCP,1476813966.865416,1476814007.988639,41.123223,14,1638,2
192.168.199.134,445,192.168.199.135,49522,TCP,1476813894.332128,1476813894.332128,0.000000,1,105,1
192.168.199.134,445,192.168.199.135,49522,TCP,1476813966.715315,1476814007.849415,41.134100,12,1116,2
192.168.199.134,445,192.168.199.135,49613,TCP,1476813900.539434,1476813900.539434,0.000000,1,122,1
192.168.199.134,445,192.168.199.135,49613,TCP,1476813967.320124,1476814010.225905,42.905781,53,4929,2
192.168.199.135,49612,192.168.199.144,445,TCP,1476813900.540426,1476813900.540426,0.000000,1,117,1
192.168.199.135,61866,192.168.199.1,53,UDP,1476813907.033181,1476813914.068452,7.035271,2,170,1
192.168.199.134,445,192.168.80.133,49671,TCP,1476813909.286707,1476813909.286707,0.000000,1,142,1
192.168.19.133,49671,192.168.199.134,445,TCP,1476813909.286861,1476813909.286861,0.000000,1,182,1
192.168.199.147,445,192.168.199.133,49671,TCP,1476813909.287131,1476813909.287131,0.000000,1,158,1
192.168.199.133,49671,85.168.199.134,445,TCP,1476813909.288009,1476813909.288009,0.000000,1,130,1
192.168.199.134,293,192.168.199.133,7,TCP,1476813909.288159,1476813967.632975,58.344816,6,702,1
192.170.170.170,43690,170.170.170.170,43690,TCP,1476813909.289896,1476814010.480882,101.190986,193,20272,1
192.168.199.135,63914,192.97.199.1,53,UDP,1476813910.059721,1476813910.059721,0.000000,1,85,1
192.168.199.133,49748,192.168.199.134,445,TCP,1476813915.515838,1476813915.515838,0.000000,1,117,1
54.168.199.133,49671,192.168.199.134,445,TCP,1476813915.516452,1476813931.010308,15.493856,2,234,1
